transaction_id,product_id,customer_id,transaction_date,online_order,product_size
1804,100,535,2017-10-18,0,medium
1805,90,2273,2017-10-09,1,medium
1806,31,3050,2017-04-30,0,medium
1807,43,466,2017-06-26,0,medium
1808,14,1106,2017-07-20,0,small
1809,0,2559,2017-11-02,1,small
1810,3,320,2017-08-02,0,large
1811,99,2204,2017-09-09,0,small
1812,0,2413,2017-10-18,0,medium
1813,13,1211,2017-03-17,1,medium
1814,9,686,2017-11-23,0,small
1815,41,1664,2017-08-15,1,medium
1816,52,3034,2017-08-15,1,medium
1817,6,1980,2017-05-06,0,medium
1818,88,585,2017-03-07,,medium
1819,7,2722,2017-10-18,1,medium
1820,69,2809,2017-08-07,0,medium
1821,35,1821,2017-07-19,1,medium
1822,0,1907,2017-09-11,0,medium
1823,54,1034,2017-09-17,0,medium
1824,17,1388,2017-05-08,0,medium
1825,26,1001,2017-04-07,1,medium
1826,93,513,2017-01-21,0,medium
1827,6,1695,2017-04-04,0,medium
1828,63,2318,2017-06-02,1,medium
1829,64,1140,2017-02-14,0,large
1830,87,990,2017-08-15,1,medium
1831,56,330,2017-04-18,0,small
1832,72,2879,2017-04-18,1,medium
1833,23,2550,2017-04-26,1,small
1834,38,2357,2017-05-01,0,medium
1835,44,824,2017-09-30,0,medium
1836,70,1586,2017-06-14,1,medium
1837,58,2856,2017-05-16,1,medium
1838,42,2701,2017-08-02,1,small
1839,68,2212,2017-06-19,0,medium
1840,99,864,2017-05-06,0,small
1841,97,2083,2017-03-07,0,large
1842,31,2529,2017-09-10,1,medium
1843,85,892,2017-01-09,1,medium
1844,19,368,2017-05-06,1,medium
1845,93,1184,2017-12-25,1,medium
1846,21,870,2017-04-24,0,large
1847,12,682,2017-12-10,1,medium
1848,28,2010,2017-03-25,1,small
1849,73,1252,2017-10-28,0,medium
1850,64,2151,2017-05-29,0,large
1851,14,1689,2017-08-14,1,small
1852,93,1126,2017-03-04,1,medium
1853,75,2116,2017-09-16,1,large
1854,58,1672,2017-04-04,0,medium
1855,43,1659,2017-10-11,1,medium
1856,87,418,2017-08-01,0,medium
1857,23,3026,2017-09-29,0,small
1858,22,1177,2017-02-19,1,medium
1859,58,2737,2017-07-03,0,medium
1860,4,928,2017-07-22,0,medium
1861,39,3277,2017-10-19,0,large
1862,10,781,2017-02-23,1,medium
1863,1,948,2017-02-13,1,medium
1864,0,501,2017-04-24,0,medium
1865,0,2307,2017-07-09,1,medium
1866,47,2440,2017-05-01,0,small
1867,66,2080,2017-05-01,0,medium
1868,81,1152,2017-03-05,0,small
1869,62,1946,2017-03-14,0,medium
1870,71,2463,2017-04-27,0,large
1871,65,3007,2017-06-11,0,medium
1872,10,1298,2017-02-14,0,medium
1873,12,1386,2017-02-28,1,medium
1874,6,2978,2017-07-08,0,medium
1875,1,47,2017-11-25,0,medium
1876,0,1674,2017-03-26,0,medium
1877,1,126,2017-01-26,0,medium
1878,0,993,2017-12-17,0,large
1879,67,1577,2017-12-18,1,large
1880,23,2780,2017-12-28,0,small
1881,12,576,2017-12-05,0,medium
1882,3,1503,2017-07-23,0,large
1883,43,3470,2017-06-27,0,medium
1884,4,2852,2017-01-25,0,medium
1885,3,2560,2017-04-30,1,large
1886,72,1153,2017-10-10,0,medium
1887,20,3051,2017-05-07,1,small
1888,83,3045,2017-05-31,,large
1889,92,586,2017-07-24,1,small
1890,4,2038,2017-04-04,1,medium
1891,23,2153,2017-10-15,0,small
1892,61,2621,2017-03-27,1,small
1893,49,2691,2017-06-17,1,medium
1894,87,2615,2017-11-05,0,medium
1895,21,2778,2017-07-23,0,large
1896,75,3241,2017-02-15,0,large
1897,95,1845,2017-01-06,1,large
1898,80,29,2017-03-28,0,medium
1899,4,275,2017-01-06,1,medium
1900,43,1033,2017-07-10,1,medium
1901,31,1754,2017-06-15,0,medium
1902,58,1186,2017-11-23,0,medium
1903,39,1398,2017-11-24,1,large
1904,95,3015,2017-06-17,1,large
1905,56,2645,2017-10-23,0,small
1906,6,1884,2017-02-26,1,medium
1907,60,3477,2017-05-06,0,small
1908,75,2762,2017-12-14,1,large
1909,45,1113,2017-10-31,1,medium
1910,0,1662,2017-07-16,0,medium
1911,0,1109,2017-04-01,1,medium
1912,62,2286,2017-01-15,1,medium
1913,1,2803,2017-08-09,0,medium
1914,15,1740,2017-05-12,1,medium
1915,12,2367,2017-08-08,0,medium
1916,91,2361,2017-03-08,0,medium
1917,79,450,2017-09-16,0,medium
1918,88,2296,2017-10-19,0,medium
1919,57,1941,2017-03-16,0,large
1920,51,1399,2017-01-02,0,medium
1921,95,947,2017-08-18,1,large
1922,21,942,2017-08-09,,large
1923,90,2307,2017-09-20,1,medium
1924,28,177,2017-05-18,1,small
1925,90,2877,2017-09-09,1,medium
1926,62,338,2017-06-29,1,medium
1927,0,676,2017-07-01,1,medium
1928,2,166,2017-05-31,0,medium
1929,0,2790,2017-02-12,1,medium
1930,69,2318,2017-04-01,1,medium
1931,93,1829,2017-09-23,0,medium
1932,24,2435,2017-07-22,0,large
1933,89,119,2017-08-09,0,large
1934,18,1220,2017-02-23,1,medium
1935,62,337,2017-05-02,1,medium
1936,12,254,2017-08-21,1,medium
1937,12,1583,2017-02-07,1,medium
1938,27,664,2017-05-25,,medium
1939,74,142,2017-12-26,1,medium
1940,27,2422,2017-03-16,0,medium
1941,2,666,2017-08-28,0,small
1942,93,423,2017-03-13,0,medium
1943,0,414,2017-07-17,1,medium
1944,23,680,2017-04-30,1,medium
1945,7,2244,2017-10-28,0,medium
1946,60,1911,2017-09-29,0,small
1947,92,2765,2017-06-30,1,small
1948,87,2245,2017-02-11,1,medium
1949,1,80,2017-12-02,0,medium
1950,69,2936,2017-07-26,0,medium
1951,53,2100,2017-07-01,0,medium
1952,74,3117,2017-05-28,0,medium
1953,5,1724,2017-09-18,1,medium
1954,42,1664,2017-01-18,0,small
1955,67,2390,2017-07-21,0,medium
1956,71,611,2017-03-29,0,large
1957,89,3086,2017-12-19,0,large
1958,45,2355,2017-02-03,0,medium
1959,42,2383,2017-06-20,1,small
1960,59,89,2017-10-29,0,large
1961,51,1682,2017-07-30,0,medium
1962,71,3094,2017-07-22,1,large
1963,55,3015,2017-10-07,1,large
1964,67,2955,2017-04-13,0,large
1965,85,3126,2017-11-06,0,medium
1966,55,3010,2017-02-14,0,large
1967,54,2284,2017-04-11,1,medium
1968,77,1995,2017-02-13,0,large
1969,50,626,2017-04-15,0,small
1970,12,3287,2017-06-05,1,medium
1971,45,1914,2017-12-18,1,medium
1972,36,125,2017-01-13,1,medium
1973,92,2458,2017-10-02,1,large
1974,31,2854,2017-08-24,1,medium
1975,92,2474,2017-08-23,0,large
1976,3,3474,2017-08-26,1,large
1977,0,2965,2017-04-19,0,medium
1978,5,1766,2017-01-07,0,medium
1979,10,1469,2017-05-26,1,medium
1980,53,496,2017-04-20,0,medium
1981,49,825,2017-03-19,,medium
1982,19,1301,2017-12-18,1,large
1983,61,2859,2017-12-20,0,small
1984,36,2462,2017-04-27,0,medium
1985,62,865,2017-08-05,1,medium
1986,30,2229,2017-07-31,0,medium
1987,20,1883,2017-06-01,1,small
1988,83,2599,2017-07-09,,large
1989,35,3370,2017-08-22,0,medium
1990,40,1816,2017-06-01,0,medium
1991,85,769,2017-09-09,0,medium
1992,27,2227,2017-02-23,0,medium
1993,11,3428,2017-09-30,1,medium
1994,4,116,2017-05-15,1,medium
1995,78,2222,2017-03-24,0,large
1996,18,1862,2017-09-30,0,medium
1997,14,622,2017-02-19,1,small
1998,19,214,2017-01-02,1,large
1999,58,1478,2017-04-04,1,medium
2000,62,2233,2017-10-05,0,medium
2001,19,1677,2017-04-03,0,large
2002,42,440,2017-11-30,0,small
2003,65,1735,2017-04-30,1,medium
2004,42,1271,2017-06-26,0,small
2005,42,2244,2017-07-29,1,small
2006,4,348,2017-01-15,1,medium
2007,1,2329,2017-01-24,0,medium
2008,38,722,2017-01-01,1,medium
2009,89,3201,2017-11-17,0,large
2010,24,3170,2017-04-02,1,large
2011,95,2208,2017-07-06,0,large
2012,6,1572,2017-06-06,1,medium
2013,49,950,2017-05-19,0,large
2014,20,1149,2017-05-05,0,small
2015,29,796,2017-12-24,1,medium
2016,40,272,2017-05-02,0,medium
2017,58,743,2017-02-10,0,medium
2018,98,1348,2017-05-23,1,medium
2019,67,2659,2017-01-23,1,large
2020,25,3493,2017-09-28,1,medium
2021,35,1579,2017-03-02,1,medium
2022,45,3462,2017-12-09,0,medium
2023,66,438,2017-11-03,1,medium
2024,50,1227,2017-10-30,0,small
2025,95,2221,2017-07-31,1,large
2026,65,832,2017-12-13,1,medium
2027,9,2106,2017-12-25,0,small
2028,66,2039,2017-01-30,0,medium
2029,86,1192,2017-05-21,1,medium
2030,36,1553,2017-08-23,0,medium
2031,66,3178,2017-11-13,0,small
2032,41,1215,2017-09-05,1,medium
2033,27,628,2017-03-21,1,medium
2034,34,102,2017-11-18,0,large
2035,56,2935,2017-11-15,1,medium
2036,68,1327,2017-12-24,0,medium
2037,95,1423,2017-03-28,1,large
2038,60,2567,2017-03-29,1,small
2039,0,2951,2017-09-18,0,medium
2040,83,1232,2017-08-23,0,large
2041,39,902,2017-06-06,0,large
2042,18,1735,2017-07-22,1,medium
2043,2,2509,2017-07-10,0,medium
2044,0,3265,2017-10-03,1,medium
2045,78,318,2017-04-24,1,large
2046,8,1054,2017-12-25,0,small
2047,26,2948,2017-09-10,1,medium
2048,27,2870,2017-07-09,0,medium
2049,54,468,2017-04-06,1,medium
2050,20,563,2017-08-08,1,small
2051,38,65,2017-04-08,0,medium
2052,22,1797,2017-05-30,1,medium
2053,46,354,2017-06-30,0,medium
2054,12,3075,2017-01-27,0,medium
2055,73,2357,2017-04-02,1,medium
2056,0,2285,2017-04-11,0,medium
2057,85,1657,2017-06-18,0,medium
2058,66,1078,2017-08-12,1,small
2059,25,1611,2017-08-10,1,medium
2060,82,2383,2017-12-09,0,medium
2061,5,961,2017-05-07,0,medium
2062,64,1500,2017-03-12,1,large
2063,50,1200,2017-03-09,0,medium
2064,54,2117,2017-02-28,0,medium
2065,77,1999,2017-10-28,1,large
2066,19,405,2017-12-16,1,medium
2067,0,804,2017-06-27,1,medium
2068,6,3309,2017-09-17,0,medium
2069,88,2536,2017-02-23,1,medium
2070,82,3010,2017-04-06,1,medium
2071,59,1591,2017-11-09,0,large
2072,45,617,2017-03-09,0,medium
2073,88,1732,2017-08-14,1,medium
2074,12,675,2017-12-30,1,medium
2075,23,3082,2017-09-23,0,small
2076,80,3268,2017-02-21,0,medium
2077,94,255,2017-07-23,1,large
2078,93,1696,2017-06-07,0,medium
2079,77,1297,2017-12-28,1,large
2080,80,2977,2017-01-13,1,medium
2081,41,2672,2017-06-21,1,medium
2082,19,1108,2017-03-23,0,large
2083,74,2822,2017-01-27,0,medium
2084,46,495,2017-02-09,1,medium
2085,77,307,2017-10-09,1,large
2086,52,410,2017-12-01,1,medium
2087,69,2240,2017-10-22,1,large
2088,2,2121,2017-01-09,1,medium
2089,28,1748,2017-09-01,1,small
2090,9,1611,2017-04-13,1,small
2091,54,2715,2017-08-02,1,medium
2092,20,1893,2017-05-14,0,small
2093,14,185,2017-05-30,0,small
2094,94,261,2017-09-20,1,large
2095,15,280,2017-05-19,0,medium
2096,34,515,2017-08-09,,medium
2097,65,2188,2017-03-27,1,medium
2098,53,2447,2017-01-24,1,medium
2099,28,2891,2017-04-04,1,small
2100,5,2221,2017-08-28,0,medium
2101,51,888,2017-02-23,1,medium
2102,23,1154,2017-02-14,1,small
2103,9,2935,2017-09-10,0,medium
2104,47,3031,2017-12-28,1,small
2105,17,2304,2017-08-09,1,medium
2106,90,2336,2017-10-07,1,medium
2107,89,1157,2017-03-12,0,large
2108,92,719,2017-07-15,1,small
2109,41,2114,2017-07-11,0,medium
2110,60,482,2017-08-08,1,small
2111,93,2913,2017-09-26,0,medium
2112,4,1949,2017-05-09,0,medium
2113,19,1543,2017-05-21,1,medium
2114,90,135,2017-05-25,0,medium
2115,38,145,2017-09-12,0,medium
2116,96,2210,2017-05-06,1,large
2117,59,2760,2017-11-08,0,large
2118,21,3143,2017-06-16,1,large
2119,68,2826,2017-05-26,1,medium
2120,98,44,2017-05-24,0,medium
2121,74,789,2017-09-28,0,medium
2122,67,2050,2017-07-23,0,medium
2123,0,945,2017-06-28,1,medium
2124,86,2780,2017-01-29,0,medium
2125,24,322,2017-09-11,0,large
2126,46,1558,2017-03-03,0,medium
2127,16,132,2017-02-10,1,small
2128,37,3232,2017-07-15,1,medium
2129,34,411,2017-03-23,1,medium
2130,0,260,2017-11-19,0,medium
2131,69,1743,2017-10-05,1,medium
2132,62,1222,2017-11-09,1,medium
2133,85,2694,2017-12-01,0,medium
2134,38,2458,2017-10-10,0,large
2135,21,1880,2017-01-12,0,medium
2136,39,1576,2017-04-16,0,large
2137,57,1963,2017-12-21,1,large
2138,87,1224,2017-05-20,1,medium
2139,4,394,2017-01-14,0,medium
2140,15,2961,2017-04-19,1,medium
2141,79,516,2017-01-05,1,medium
2142,25,1239,2017-03-03,0,medium
2143,82,677,2017-08-08,1,medium
2144,39,3171,2017-10-16,1,large
2145,62,1321,2017-05-29,1,medium
2146,8,3096,2017-04-01,1,small
2147,58,2170,2017-11-28,1,medium
2148,79,2696,2017-05-10,1,medium
2149,46,2361,2017-12-08,1,medium
2150,90,1886,2017-05-09,1,medium
2151,55,650,2017-11-10,1,large
2152,34,551,2017-02-08,0,medium
2153,38,2916,2017-12-04,0,medium
2154,43,2052,2017-05-25,1,medium
2155,49,3155,2017-11-17,0,medium
2156,60,341,2017-08-18,1,small
2157,73,1506,2017-11-12,0,medium
2158,62,2049,2017-01-20,1,medium
2159,71,2708,2017-12-19,1,large
2160,33,1931,2017-05-14,1,small
2161,98,2694,2017-11-22,0,medium
2162,7,2250,2017-06-19,1,small
2163,0,260,2017-10-03,1,medium
2164,53,322,2017-05-12,1,medium
2165,78,2213,2017-05-26,0,large
2166,0,1528,2017-03-30,1,medium
2167,0,2575,2017-03-18,0,medium
2168,20,3160,2017-06-12,0,small
2169,13,2578,2017-09-08,0,medium
2170,68,3410,2017-04-19,1,medium
2171,3,569,2017-05-11,0,large
2172,80,467,2017-02-07,1,medium
2173,61,1820,2017-06-21,0,medium
2174,39,2475,2017-05-11,0,large
2175,20,3436,2017-01-31,1,small
2176,77,1492,2017-07-27,0,large
2177,35,1570,2017-09-19,0,medium
2178,11,2900,2017-10-10,1,medium
2179,12,1490,2017-03-24,0,medium
2180,43,3387,2017-09-28,1,medium
2181,29,1347,2017-02-27,0,medium
2182,86,1753,2017-06-02,0,large
2183,33,2340,2017-10-18,0,small
2184,15,2222,2017-01-16,0,medium
2185,0,3013,2017-08-21,0,medium
2186,0,2955,2017-12-11,1,medium
2187,0,1568,2017-03-14,1,
2188,16,2756,2017-02-08,1,small
2189,31,1670,2017-07-06,0,medium
2190,84,2732,2017-12-14,1,medium
2191,3,2857,2017-02-10,1,large
2192,2,3469,2017-11-22,1,medium
2193,6,742,2017-08-08,1,medium
2194,11,1049,2017-11-28,0,medium
2195,2,471,2017-11-12,1,medium
2196,97,905,2017-01-21,1,large
2197,90,2763,2017-01-12,1,medium
2198,38,2768,2017-11-06,1,medium
2199,0,936,2017-02-11,1,medium
2200,67,2216,2017-10-17,1,large
2201,85,3016,2017-09-14,1,medium
2202,33,1725,2017-06-27,1,small
2203,36,2703,2017-11-13,1,medium
2204,19,985,2017-10-26,0,medium
2205,23,1795,2017-06-01,1,small
2206,2,251,2017-10-14,1,medium
2207,75,2768,2017-05-14,0,large
2208,58,1535,2017-06-16,1,medium
2209,77,2379,2017-08-07,1,large
2210,14,1643,2017-07-06,0,small
2211,9,2107,2017-08-10,1,medium
2212,85,1076,2017-10-11,1,medium
2213,90,1913,2017-04-13,1,medium
2214,15,934,2017-07-21,,medium
2215,22,876,2017-12-14,0,medium
2216,63,738,2017-07-29,1,medium
2217,27,292,2017-10-06,0,medium
2218,36,220,2017-01-15,0,medium
2219,75,669,2017-09-07,0,large
2220,1,1460,2017-06-24,0,large
2221,45,2864,2017-09-11,0,medium
2222,28,2836,2017-04-07,0,small
2223,19,1067,2017-01-22,1,large
2224,50,333,2017-01-12,1,small
2225,35,3490,2017-07-02,1,medium
2226,50,3132,2017-07-05,1,small
2227,35,2170,2017-10-13,0,medium
2228,25,2952,2017-02-17,1,medium
2229,64,1051,2017-03-22,1,small
2230,99,1311,2017-11-13,1,medium
2231,30,2563,2017-02-26,0,medium
2232,39,331,2017-07-15,0,large
2233,0,2073,2017-02-23,0,medium
2234,54,2201,2017-11-30,0,medium
2235,62,2064,2017-03-09,0,medium
2236,80,2266,2017-01-06,1,large
2237,67,479,2017-02-19,0,medium
2238,63,3304,2017-04-14,0,medium
2239,0,3326,2017-04-30,1,medium
2240,100,1203,2017-12-23,1,medium
2241,12,158,2017-02-11,1,medium
2242,55,2935,2017-01-24,0,large
2243,38,1460,2017-06-08,0,large
2244,32,2347,2017-04-22,0,medium
2245,41,686,2017-09-11,0,medium
2246,47,524,2017-05-31,1,small
2247,73,227,2017-12-04,0,medium
2248,0,296,2017-12-22,0,medium
2249,63,2029,2017-02-26,1,medium
2250,34,5,2017-08-16,0,large
2251,35,877,2017-04-06,0,medium
2252,79,2138,2017-02-09,1,large
2253,0,2443,2017-12-18,0,medium
2254,45,1653,2017-02-15,1,medium
2255,33,2640,2017-10-24,0,small
2256,42,734,2017-10-02,0,small
2257,31,2908,2017-12-29,1,medium
2258,33,704,2017-07-31,0,small
2259,91,3409,2017-08-25,0,medium
2260,26,1735,2017-02-05,1,medium
2261,1,2,2017-05-04,1,medium
2262,54,2272,2017-09-17,1,medium
2263,34,361,2017-04-14,1,large
2264,82,1936,2017-02-28,1,medium
2265,95,834,2017-09-28,0,large
2266,91,2732,2017-11-20,0,medium
2267,90,738,2017-02-02,0,medium
2268,49,3010,2017-07-31,0,medium
2269,98,1813,2017-04-29,0,medium
2270,68,605,2017-10-17,0,medium
2271,0,1674,2017-11-12,1,large
2272,44,2762,2017-08-07,1,medium
2273,92,2508,2017-05-01,0,small
2274,1,1513,2017-03-20,1,medium
2275,3,92,2017-11-26,0,large
2276,22,2843,2017-01-01,0,medium
2277,54,2778,2017-04-02,1,medium
2278,5,2072,2017-07-23,1,medium
2279,69,2348,2017-04-26,0,medium
2280,37,2652,2017-12-07,0,medium
2281,39,1881,2017-04-25,0,large
2282,2,2968,2017-01-10,1,small
2283,56,2844,2017-02-21,0,medium
2284,71,1418,2017-04-21,,large
2285,95,3216,2017-12-30,1,large
2286,75,3099,2017-03-11,0,large
2287,29,1100,2017-10-31,1,medium
2288,84,3262,2017-03-23,1,medium
2289,38,1440,2017-11-16,1,large
2290,1,1176,2017-06-02,1,medium
2291,23,5,2017-03-03,1,small
2292,17,1861,2017-12-01,1,medium
2293,22,159,2017-01-06,0,medium
2294,70,372,2017-11-29,0,medium
2295,83,2581,2017-04-15,1,large
2296,32,1101,2017-03-15,0,medium
2297,34,3468,2017-12-04,1,large
2298,90,1082,2017-10-11,0,medium
2299,60,1438,2017-09-11,1,small
2300,50,2430,2017-08-17,1,small
2301,47,369,2017-06-14,0,small
2302,8,205,2017-04-20,0,small
2303,0,2465,2017-04-22,0,
2304,42,2280,2017-04-09,0,small
2305,45,1470,2017-07-06,1,medium
2306,16,1191,2017-06-07,1,small
2307,20,149,2017-03-02,0,small
2308,81,973,2017-11-01,0,medium
2309,70,2166,2017-02-12,1,medium
2310,15,1925,2017-05-10,0,medium
2311,3,1502,2017-08-17,1,large
2312,0,3325,2017-11-15,1,medium
2313,79,1991,2017-08-14,0,medium
2314,0,3250,2017-07-29,0,medium
2315,36,3402,2017-02-24,1,medium
2316,1,73,2017-01-09,1,medium
2317,77,1997,2017-07-02,0,large
2318,6,315,2017-09-08,1,medium
2319,35,756,2017-11-15,1,medium
2320,15,2353,2017-08-11,1,medium
2321,18,370,2017-09-10,1,medium
2322,4,2758,2017-02-27,1,medium
2323,82,3285,2017-03-19,1,medium
2324,39,1130,2017-07-04,0,large
2325,28,727,2017-01-23,1,small
2326,79,1407,2017-05-01,0,medium
2327,23,858,2017-12-19,0,medium
2328,52,2753,2017-07-12,1,medium
2329,7,1076,2017-10-02,1,medium
2330,53,374,2017-09-14,0,medium
2331,42,2880,2017-07-28,0,small
2332,37,658,2017-01-11,0,medium
2333,3,1138,2017-01-14,0,large
2334,84,2991,2017-07-06,0,medium
2335,30,2327,2017-05-18,1,medium
2336,90,2577,2017-03-24,1,medium
2337,88,3020,2017-03-21,1,small
2338,85,1983,2017-03-10,0,medium
2339,95,3265,2017-06-27,1,medium
2340,7,2251,2017-12-15,0,small
2341,41,2767,2017-11-12,1,medium
2342,64,1697,2017-12-06,0,large
2343,89,1379,2017-05-31,0,large
2344,0,598,2017-07-30,0,medium
2345,2,604,2017-10-22,1,medium
2346,55,1258,2017-01-20,1,large
2347,32,1679,2017-02-24,1,medium
2348,83,2301,2017-07-23,0,large
2349,39,2148,2017-05-30,0,large
2350,66,331,2017-04-30,1,small
2351,74,1653,2017-10-27,1,medium
2352,77,2346,2017-07-21,0,large
2353,43,1860,2017-12-19,1,medium
2354,53,25,2017-03-04,1,medium
2355,32,1800,2017-05-08,1,medium
2356,39,320,2017-11-10,0,large
2357,25,3419,2017-12-25,1,medium
2358,22,2029,2017-01-07,0,medium
2359,19,3352,2017-09-03,0,large
2360,63,1966,2017-01-08,1,medium
2361,89,314,2017-10-24,1,large
2362,28,1914,2017-09-03,0,small
2363,76,1223,2017-02-08,0,medium
2364,50,2138,2017-08-05,0,medium
2365,59,1466,2017-07-12,0,small
2366,27,620,2017-07-23,1,medium
2367,4,2369,2017-11-25,1,medium
2368,36,2105,2017-03-03,1,medium
2369,62,2232,2017-03-04,1,medium
2370,45,2526,2017-04-01,0,medium
2371,36,1971,2017-07-23,0,medium
2372,18,1939,2017-10-15,1,medium
2373,0,1729,2017-04-26,0,medium
2374,0,3265,2017-05-01,1,medium
2375,67,2863,2017-07-08,0,medium
2376,0,758,2017-04-10,1,medium
2377,13,2879,2017-07-25,1,medium
2378,90,2940,2017-02-26,0,medium
2379,12,745,2017-03-16,1,medium
2380,20,172,2017-12-05,1,small
2381,39,2792,2017-01-18,1,large
2382,49,1562,2017-01-07,1,medium
2383,56,1237,2017-04-02,0,small
2384,2,2313,2017-05-15,0,medium
2385,16,3421,2017-05-08,1,small
2386,56,3070,2017-07-09,1,medium
2387,76,1681,2017-08-03,0,small
2388,0,1742,2017-04-16,1,medium
2389,14,1926,2017-03-14,0,large
2390,64,778,2017-04-29,,small
2391,2,958,2017-11-26,0,small
2392,59,259,2017-06-07,0,small
2393,54,2269,2017-11-13,0,medium
2394,26,2894,2017-02-02,1,medium
2395,90,810,2017-08-11,1,medium
2396,50,2724,2017-02-25,1,small
2397,31,2103,2017-11-19,1,medium
2398,53,2956,2017-04-20,0,medium
2399,32,200,2017-04-18,0,medium
2400,36,2340,2017-04-20,1,medium
2401,0,86,2017-07-30,1,medium
2402,33,3154,2017-02-10,1,small
2403,13,2382,2017-04-21,1,medium
2404,15,461,2017-12-03,1,medium
2405,9,1102,2017-12-09,0,medium
2406,21,3409,2017-09-22,1,large
2407,83,227,2017-01-15,1,large
2408,65,2573,2017-11-15,0,medium
2409,66,3080,2017-03-25,0,medium
2410,84,1650,2017-04-07,1,medium
2411,74,1445,2017-10-29,1,medium
2412,66,1502,2017-05-17,1,small
2413,2,3271,2017-10-01,0,small
2414,7,2467,2017-12-09,1,medium
2415,87,2659,2017-07-11,0,medium
2416,18,473,2017-06-08,1,medium
2417,52,2743,2017-11-14,0,large
2418,27,614,2017-08-07,0,medium
2419,75,1175,2017-05-26,0,large
2420,70,1073,2017-04-02,0,medium
2421,17,661,2017-09-04,0,large
2422,23,3308,2017-07-24,0,small
2423,66,1880,2017-02-09,1,medium
2424,86,1599,2017-08-08,0,medium
2425,22,1890,2017-05-19,0,medium
2426,43,3019,2017-08-24,1,medium
2427,50,2794,2017-09-27,0,small
2428,7,420,2017-01-27,0,small
2429,39,1205,2017-03-07,0,large
2430,92,3249,2017-11-27,0,small
2431,0,1916,2017-04-19,0,medium
2432,82,2312,2017-04-29,1,medium
2433,44,3499,2017-02-25,1,medium
2434,63,1348,2017-02-17,1,medium
2435,4,1858,2017-04-10,1,medium
2436,9,1182,2017-07-22,1,medium
2437,75,434,2017-03-08,0,large
2438,81,3284,2017-02-20,0,small
2439,43,1445,2017-10-24,1,medium
2440,40,1328,2017-11-03,0,medium
2441,43,2538,2017-11-25,1,medium
2442,75,679,2017-10-29,0,large
2443,69,1512,2017-06-21,0,large
2444,23,1341,2017-02-21,1,small
2445,29,2463,2017-07-03,1,medium
2446,38,2275,2017-08-16,0,large
2447,65,52,2017-12-03,1,medium
2448,89,3247,2017-10-24,1,large
2449,99,963,2017-10-14,0,small
2450,72,2093,2017-03-24,1,medium
2451,90,2279,2017-04-01,0,medium
2452,96,914,2017-01-31,1,small
2453,56,2341,2017-08-31,1,medium
2454,40,1075,2017-10-14,0,large
2455,45,3083,2017-10-16,1,medium
2456,38,2605,2017-09-06,1,large
2457,75,2255,2017-04-14,1,large
2458,12,2067,2017-05-24,1,medium
2459,68,1793,2017-07-17,0,medium
2460,56,1640,2017-04-07,1,small
2461,57,270,2017-12-23,1,large
2462,86,805,2017-02-21,0,medium
2463,2,3500,2017-04-25,0,medium
2464,25,985,2017-08-28,0,medium
2465,3,363,2017-08-31,1,large
2466,21,3286,2017-12-21,0,large
2467,51,3036,2017-02-05,0,medium
2468,14,568,2017-05-28,1,small
2469,79,2471,2017-03-16,1,medium
2470,55,1827,2017-07-27,0,large
2471,29,2786,2017-01-06,0,medium
2472,97,263,2017-07-03,1,medium
2473,14,2277,2017-08-23,0,large
2474,49,1321,2017-06-26,0,medium
2475,77,2065,2017-05-29,1,large
2476,64,3055,2017-03-07,1,large
2477,39,1570,2017-02-08,1,large
2478,0,676,2017-07-27,1,medium
2479,26,273,2017-05-06,1,medium
2480,44,3054,2017-09-08,1,medium
2481,19,2479,2017-01-15,1,large
2482,63,2929,2017-04-30,1,medium
2483,0,385,2017-09-13,0,medium
2484,35,75,2017-08-22,0,medium
2485,38,2112,2017-03-09,0,medium
2486,66,982,2017-02-20,0,medium
2487,90,1885,2017-12-26,0,medium
2488,31,67,2017-03-18,0,medium
2489,63,174,2017-03-09,0,medium
2490,95,2170,2017-12-02,0,large
2491,87,1655,2017-04-23,1,medium
2492,77,1593,2017-11-07,0,large
2493,65,1443,2017-11-16,0,medium
2494,20,3472,2017-08-20,0,small
2495,84,3185,2017-02-09,0,medium
2496,0,3490,2017-03-18,0,medium
2497,83,2883,2017-01-06,1,large
2498,67,1371,2017-03-20,0,medium
2499,34,382,2017-02-23,1,large
2500,58,346,2017-01-22,0,medium
2501,59,9,2017-05-10,0,large
2502,12,318,2017-10-09,0,medium
2503,58,408,2017-02-22,0,medium
2504,41,2399,2017-11-16,1,medium
2505,0,858,2017-02-20,0,medium
2506,35,1126,2017-01-05,1,medium
2507,64,3042,2017-06-27,0,small
2508,70,2110,2017-04-06,1,medium
2509,35,3337,2017-04-24,1,medium
2510,52,837,2017-06-02,1,medium
2511,36,1465,2017-05-30,0,medium
2512,26,2665,2017-10-08,1,medium
2513,0,289,2017-11-11,0,medium
2514,90,2399,2017-06-21,0,medium
2515,4,2202,2017-04-28,1,medium
2516,69,851,2017-09-24,1,medium
2517,34,3218,2017-05-05,1,large
2518,81,857,2017-12-06,1,medium
2519,1,3361,2017-08-25,0,medium
2520,18,1145,2017-12-17,0,medium
2521,91,2560,2017-05-14,0,medium
2522,56,272,2017-02-07,1,medium
2523,82,3195,2017-01-04,1,medium
2524,0,2089,2017-02-28,1,medium
2525,48,1837,2017-08-03,0,medium
